stn;time;tso010m0;pva200m0;ets150m0;nto000m0;gre000m0;prestam0;tre200mx;tre200mn;tre200m0;hns000m0;rre150m0;ure200m0;hto000m0;su2000m0;sremaxmv;fkl010m0;tre005mn;ure200mn
SMA;201904;-;7.6;61.23;66;169;948.4;24.1;0.0;9.3;1;55.9;68.0;0;157.0;41;2.0;-1.8;19.1
SMA;201905;-;9.3;64.46;70;197;950.3;22.7;-0.3;10.6;0;143.4;73.6;0;161.0;37;2.1;-1.9;29.7
SMA;201906;-;14.7;128.17;45;270;952.6;34.3;8.8;19.6;0;109.8;66.5;0;269.8;62;1.9;5.0;24.4
SMA;201907;-;15.2;139.84;52;263;951.8;34.7;10.1;20.7;0;96.5;64.2;0;274.3;63;1.8;8.4;15.6
SMA;201908;-;15.9;80.12;57;200;953.8;31.5;10.6;18.9;0;121.8;74.2;0;211.0;52;1.5;8.7;24.3
SMA;201909;-;12.9;54.68;53;161;955.2;27.2;5.7;15.0;0;90.4;76.3;0;198.2;57;1.9;3.4;33.0
SMA;201910;-;11.5;20.97;76;86;951.8;23.0;5.1;11.6;0;131.6;84.5;0;116.9;38;2.0;3.8;44.1
SMA;201911;-;7.7;6.59;85;43;941.6;15.9;-1.0;5.5;0;63.0;84.1;0;43.9;18;2.1;-2.5;38.5
SMA;201912;-;6.7;4.59;83;36;950.5;13.4;-3.4;3.8;1;62.2;82.7;0;45.7;20;2.8;-5.1;40.5
SMA;202001;-;6.0;4.13;68;56;959.8;13.9;-4.2;2.6;0;23.0;81.6;0;110.3;45;1.9;-6.0;34.1
SMA;202002;-;6.4;10.46;69;82;954.3;18.0;-2.8;6.2;0;119.0;67.4;0;110.5;40;4.3;-5.1;29.5
SMA;202003;-;6.2;44.38;54;144;951.7;19.0;-3.5;5.9;0;40.1;66.6;0;181.2;53;2.8;-6.3;24.2
SMA;202004;-;7.5;124.08;30;241;951.4;23.9;-2.6;12.9;0;26.5;52.1;0;294.7;77;2.1;-5.7;18.7
SMA;202005;-;10.1;111.44;52;246;954.0;26.2;1.5;13.6;0;87.1;66.8;0;251.0;58;2.2;1.1;27.5
SMA;202006;-;13.3;84.95;64;215;949.8;27.7;9.3;16.3;0;145.2;73.6;0;184.6;43;2.0;5.8;25.8
SMA;202007;-;14.5;145.73;45;264;953.5;33.6;9.6;20.0;0;56.8;64.2;0;284.9;65;1.8;7.1;22.2
SMA;202008;-;15.7;94.59;57;205;951.3;32.7;8.8;19.7;0;136.8;70.5;0;223.7;55;1.6;8.2;27.7
SMA;202009;-;14.0;53.87;55;165;952.9;28.5;5.4;16.1;0;35.6;76.8;0;201.7;58;1.9;3.6;37.0
SMA;202010;-;9.8;16.32;78;83;949.8;19.9;3.3;9.5;0;92.4;83.1;0;90.9;29;2.0;1.6;40.5
SMA;202011;-;8.0;9.59;73;53;959.3;21.4;-2.1;5.9;2;24.0;85.7;0;90.5;36;1.4;-4.0;44.3
SMA;202012;-;6.4;2.57;87;28;944.5;14.0;-3.9;2.1;12;73.0;88.8;1;32.1;14;1.7;-6.2;45.5
SMA;202101;-;5.4;2.22;91;37;946.7;9.7;-8.2;0.6;49;154.7;83.5;10;36.0;15;2.5;-8.7;45.3
SMA;202102;-;6.4;10.12;62;85;952.9;17.6;-11.7;4.0;10;41.0;75.3;1;112.6;43;1.9;-14.6;33.5
SMA;202103;-;5.8;43.52;60;141;956.4;22.8;-3.5;5.6;2;52.3;65.6;0;176.4;51;2.2;-6.9;17.3
SMA;202104;-;6.1;93.33;54;212;952.3;22.8;-2.7;8.1;3;35.2;58.1;0;222.9;58;2.3;-7.0;15.3
SMA;202105;-;8.7;77.75;70;201;950.0;26.3;2.9;10.9;0;141.2;69.5;0;173.0;40;2.8;-;23.3
SMA;202106;-;15.0;103.96;55;255;953.5;31.1;8.6;18.9;0;159.7;71.4;0;237.3;55;1.7;4.9;25.2
SMA;202107;-;16.0;65.59;69;195;951.9;28.6;10.7;17.8;0;255.1;80.0;0;171.0;39;1.6;9.6;29.1
SMA;202108;-;14.9;59.41;68;174;953.1;30.7;10.2;17.2;0;93.3;77.1;0;162.1;40;1.5;8.6;37.2
SMA;202109;-;14.1;56.53;49;169;955.1;25.8;7.4;16.1;0;26.4;77.6;0;218.9;63;1.6;5.7;39.1
SMA;202110;-;9.6;23.67;60;101;955.2;22.8;1.5;9.5;0;22.3;81.1;0;144.2;47;1.6;-0.8;39.4
SMA;202111;-;7.1;5.59;88;41;951.1;12.8;-1.2;3.8;7;33.8;87.5;0;42.6;17;1.7;-2.7;52.7
SMA;202112;-;6.6;3.30;90;29;951.3;12.8;-4.4;2.7;7;111.6;86.9;0;37.2;16;2.1;-6.2;50.0
SMA;202201;-;5.5;3.76;75;57;960.1;14.6;-5.0;1.7;8;39.5;79.8;0;104.4;42;2.1;-7.0;34.2
SMA;202202;-;6.0;10.69;64;91;956.2;15.1;-3.4;4.5;0;54.4;70.8;0;124.7;47;3.3;-6.5;29.5
SMA;202203;-;5.4;67.97;37;166;956.0;20.0;-4.6;7.2;0;26.5;54.1;0;252.2;73;1.9;-7.4;18.0
SMA;202204;-;7.6;77.34;61;200;948.5;22.8;-2.5;9.2;3;85.2;66.3;0;204.1;54;2.7;-4.3;20.7
SMA;202205;-;12.0;96.51;54;237;953.7;30.4;5.9;16.0;0;72.6;67.7;0;229.3;53;1.8;3.2;28.2
SMA;202206;-;15.1;115.86;48;261;952.6;34.2;9.3;19.5;0;126.6;69.4;0;256.9;59;1.7;7.9;18.5
SMA;202207;-;14.1;176.16;40;287;956.0;34.3;11.3;21.3;0;44.8;58.3;0;315.6;72;1.9;8.8;20.6
SMA;202208;-;15.2;128.84;42;236;952.4;34.7;13.6;20.4;0;75.1;66.5;0;281.6;69;1.9;10.5;21.2
SMA;202209;-;12.6;44.68;66;145;950.3;26.1;4.4;14.3;0;112.8;77.2;0;150.5;43;2.1;2.0;30.8
SMA;202210;-;13.2;20.35;69;98;956.6;22.8;6.7;13.7;0;69.4;84.6;0;141.4;46;1.5;4.9;44.1
SMA;202211;-;8.7;6.99;81;49;951.1;16.1;0.5;7.3;0;74.7;85.0;0;53.3;21;1.8;-0.8;43.0
SMA;202212;-;6.7;2.93;89;29;949.9;15.6;-7.7;2.7;19;90.3;87.6;2;34.8;15;1.9;-10.1;49.3
SMA;202301;-;6.1;2.59;89;33;953.0;15.6;-6.7;2.9;8;42.6;78.9;1;37.3;15;2.5;-8.8;42.9
SMA;202302;-;5.9;8.35;60;90;960.9;15.3;-5.5;3.5;0;21.3;74.3;0;124.9;48;2.1;-7.8;36.7
SMA;202303;-;6.9;28.18;78;113;948.2;18.9;-1.3;7.0;2;99.9;68.9;0;116.9;34;2.8;-3.6;25.8
SMA;202304;-;7.9;41.34;83;155;950.5;19.8;-1.9;8.2;0;102.9;72.5;0;120.0;31;2.3;-5.0;24.1
SMA;202305;-;11.4;69.69;71;201;952.5;24.9;6.0;13.8;0;117.3;74.1;0;164.6;38;1.9;1.9;28.0
SMA;202306;-;12.8;172.55;38;304;951.7;30.3;11.1;20.0;0;37.8;56.3;0;318.6;74;1.9;4.3;19.8
SMA;202307;-;15.3;112.83;61;243;951.9;35.5;10.9;20.3;0;131.5;66.8;0;225.6;51;1.9;9.4;18.1
SMA;202308;-;16.0;92.53;59;205;951.9;33.9;9.7;19.9;0;162.8;70.7;0;215.9;53;1.8;7.4;25.5
SMA;202309;-;15.6;66.37;43;190;954.1;29.3;6.6;18.3;0;53.7;74.9;0;251.1;72;1.5;5.0;35.2
SMA;202310;-;11.5;31.95;62;107;949.4;25.7;2.6;13.0;0;56.8;77.6;0;151.4;49;1.9;0.6;27.6
SMA;202311;-;7.8;7.24;86;39;946.0;15.1;-1.0;6.0;4;198.1;82.4;0;39.4;16;3.4;-3.5;46.3
SMA;202312;-;6.8;3.90;83;33;952.7;10.7;-7.3;3.9;33;134.9;84.1;4;46.6;20;2.7;-4.1;33.7
SMA;202401;-;6.1;2.83;79;44;954.4;13.1;-7.6;2.3;16;106.4;82.3;2;68.4;28;2.7;-10.9;35.6
