Eidgenössisches Departement des Innern EDI
Bundesamt für Meteorologie und Klimatologie
MeteoSchweiz

Erstellungsdatum: 08.01.2024 / Stand: 01.01.2024

Monatswerte Tage mit Niederschlag (>= 1mm) / Anzahl / Normwerte 1961-1990

Station	Stationshöhe [m]	CH Koordinaten	Referenzperiode	Jan	Feb	Mar	Apr	Mai	Jun	Jul	Aug	Sep	Okt	Nov	Dez	Jahr
Wittnau	463	2639941 / 1258983	01.1961-12.1990	12.4	10.7	13.0	12.3	13.6	12.3	10.3	11.8	8.5	8.9	11.2	11.8	136.8
Witzwil	433	2570636 / 1205385	01.1961-12.1990	11.2	9.3	11.0	10.3	12.7	10.8	9.3	10.5	7.9	8.7	9.9	10.4	122.0
Wynau	421	2626405 / 1233849	01.1961-12.1990	10.6	9.3	11.4	10.7	11.6	11.2	10.3	10.9	8.3	8.2	10.0	10.2	122.7
Wädenswil	485	2693847 / 1230744	01.1961-12.1990	11.7	11.0	12.4	12.6	13.7	13.5	12.5	13.3	9.4	8.9	11.1	11.5	141.6
Yverdon-les-Bains	432	2539851 / 1181493	01.1961-12.1990	10.9	9.6	10.5	9.4	11.4	11.2	9.2	9.8	8.2	8.3	9.6	10.3	118.4
Zermatt	1638	2624297 / 1097574	01.1961-12.1990	6.6	6.3	7.7	6.7	10.0	8.6	8.9	9.9	6.9	6.7	7.0	6.7	92.0
Zernez	1465	2802572 / 1175429	01.1961-12.1990	7.2	6.2	6.8	7.8	11.2	11.3	11.2	11.4	7.9	6.8	7.5	7.4	102.7
Zervreila	1738	2728780 / 1159992	01.1961-12.1990	9.7	8.9	11.1	11.8	14.3	13.5	13.5	14.0	10.0	8.6	10.2	9.6	135.2
Zofingen	432	2638189 / 1236711	01.1961-12.1990	12.4	10.8	12.4	12.1	13.3	12.4	11.5	11.8	8.7	8.5	11.0	11.6	136.5
Zug	435	2682330 / 1225469	01.1961-12.1990	11.1	10.4	11.6	12.5	13.3	13.7	12.2	12.7	8.9	8.5	10.4	10.8	136.1
Zugerberg	880	2683303 / 1223008	01.1961-12.1990	11.4	11.0	13.1	13.2	14.6	15.3	13.4	14.7	10.2	9.2	11.2	11.2	148.5
Zweisimmen	936	2595880 / 1155471	01.1961-12.1990	11.2	10.1	11.9	12.3	14.6	14.7	12.8	12.7	9.2	8.8	10.6	11.3	140.2
Zwillikon	461	2675138 / 1238164	01.1961-12.1990	10.7	10.6	11.0	12.1	13.2	13.4	12.1	11.8	8.5	8.3	10.3	10.4	132.4
Zürich / Affoltern	443	2681433 / 1253547	01.1961-12.1990	10.1	9.1	10.5	11.6	11.8	11.6	10.9	11.6	8.3	7.8	10.1	10.0	123.4
Zürich / Fluntern	555	2685117 / 1248065	01.1961-12.1990	11.2	10.4	11.7	12.2	12.8	13.0	11.9	12.2	9.0	8.5	10.7	10.6	134.2
Zürich / Kloten	426	2682711 / 1259338	01.1961-12.1990	10.9	9.5	10.9	11.6	12.4	12.2	11.2	11.5	8.4	8.0	10.1	10.4	127.1

