time,stn,rre150m0,year,month,precip_annual,cluster_pca_h,precip_cluster_mean_monthly,precip_cluster_mean_annual
2004-11-01,CHD,16.5,2004,11,1219.1000000000001,2,27.485714285714284,987.3142857142857
2004-12-01,CHD,50.1,2004,12,1219.1000000000001,2,57.01428571428571,987.3142857142857
2005-01-01,CHD,93.9,2005,1,1112.8,2,54.41428571428571,844.8285714285714
2005-02-01,CHD,93.9,2005,2,1112.8,2,50.75714285714286,844.8285714285714
2005-03-01,CHD,33.7,2005,3,1112.8,2,37.67142857142857,844.8285714285714
2005-04-01,CHD,94.9,2005,4,1112.8,2,107.92857142857143,844.8285714285714
2005-05-01,CHD,91.2,2005,5,1112.8,2,87.68571428571428,844.8285714285714
2005-06-01,CHD,87.2,2005,6,1112.8,2,72.91428571428571,844.8285714285714
2005-07-01,CHD,120.1,2005,7,1112.8,2,84.71428571428571,844.8285714285714
2005-08-01,CHD,209.5,2005,8,1112.8,2,117.47142857142858,844.8285714285714
2005-09-01,CHD,94.8,2005,9,1112.8,2,62.42857142857143,844.8285714285714
2005-10-01,CHD,59.2,2005,10,1112.8,2,62.52857142857143,844.8285714285714
2005-11-01,CHD,24,2005,11,1112.8,2,29.285714285714285,844.8285714285714
2005-12-01,CHD,110.4,2005,12,1112.8,2,77.02857142857142,844.8285714285714
2006-01-01,CHD,27.6,2006,1,1333.1,2,20.900000000000002,1124.7571428571428
2006-02-01,CHD,55.2,2006,2,1333.1,2,58.48571428571429,1124.7571428571428
2006-03-01,CHD,186.2,2006,3,1333.1,2,167.12857142857143,1124.7571428571428
2006-04-01,CHD,126.5,2006,4,1333.1,2,135.18571428571428,1124.7571428571428
2006-05-01,CHD,188.3,2006,5,1333.1,2,145.72857142857143,1124.7571428571428
2006-06-01,CHD,44.9,2006,6,1333.1,2,51.357142857142854,1124.7571428571428
2006-07-01,CHD,89.4,2006,7,1333.1,2,53.27142857142857,1124.7571428571428
2006-08-01,CHD,272.6,2006,8,1333.1,2,180.47142857142856,1124.7571428571428
2006-09-01,CHD,90.8,2006,9,1333.1,2,116.17142857142856,1124.7571428571428
2006-10-01,CHD,82.3,2006,10,1333.1,2,77.08571428571429,1124.7571428571428
2006-11-01,CHD,61.2,2006,11,1333.1,2,53.05714285714286,1124.7571428571428
2006-12-01,CHD,108.1,2006,12,1333.1,2,65.91428571428571,1124.7571428571428
2007-01-01,CHD,111.7,2007,1,1621.6,2,78.74285714285715,1234.8
2007-02-01,CHD,93.7,2007,2,1621.6,2,87,1234.8
2007-03-01,CHD,114,2007,3,1621.6,2,95.82857142857144,1234.8
2007-04-01,CHD,47.8,2007,4,1621.6,2,19.442857142857143,1234.8
2007-05-01,CHD,228.5,2007,5,1621.6,2,161.54285714285714,1234.8
2007-06-01,CHD,206.1,2007,6,1621.6,2,165.35714285714286,1234.8
2007-07-01,CHD,316.6,2007,7,1621.6,2,181.42857142857144,1234.8
2007-08-01,CHD,193.2,2007,8,1621.6,2,202.25714285714287,1234.8
2007-09-01,CHD,70.7,2007,9,1621.6,2,62.72857142857143,1234.8
2007-10-01,CHD,28,2007,10,1621.6,2,18.285714285714285,1234.8
2007-11-01,CHD,57.1,2007,11,1621.6,2,57.44285714285714,1234.8
2007-12-01,CHD,154.2,2007,12,1621.6,2,104.74285714285713,1234.8
2008-01-01,CHD,65.7,2008,1,1132,2,66.32857142857142,1031.2857142857142
2008-02-01,CHD,23,2008,2,1132,2,31.214285714285715,1031.2857142857142
2008-03-01,CHD,123.9,2008,3,1132,2,84.92857142857143,1031.2857142857142
2008-04-01,CHD,161.7,2008,4,1132,2,126.52857142857142,1031.2857142857142
2008-05-01,CHD,53.1,2008,5,1132,2,56.471428571428575,1031.2857142857142
2008-06-01,CHD,77.8,2008,6,1132,2,67.48571428571428,1031.2857142857142
2008-07-01,CHD,113.3,2008,7,1132,2,121.91428571428571,1031.2857142857142
2008-08-01,CHD,132.5,2008,8,1132,2,113.05714285714285,1031.2857142857142
2008-09-01,CHD,120,2008,9,1132,2,121.77142857142857,1031.2857142857142
2008-10-01,CHD,105.5,2008,10,1132,2,105.47142857142858,1031.2857142857142
2008-11-01,CHD,57.4,2008,11,1132,2,44.17142857142857,1031.2857142857142
2008-12-01,CHD,98.1,2008,12,1132,2,91.94285714285714,1031.2857142857142
2009-01-01,CHD,63.4,2009,1,1182.1,2,46.971428571428575,895.9285714285714
2009-02-01,CHD,64.4,2009,2,1182.1,2,58.42857142857143,895.9285714285714
2009-03-01,CHD,111.1,2009,3,1182.1,2,77.98571428571428,895.9285714285714
2009-04-01,CHD,22.2,2009,4,1182.1,2,27.128571428571426,895.9285714285714
2009-05-01,CHD,81.5,2009,5,1182.1,2,55.84285714285714,895.9285714285714
2009-06-01,CHD,198,2009,6,1182.1,2,111.42857142857143,895.9285714285714
2009-07-01,CHD,166.3,2009,7,1182.1,2,111.65714285714286,895.9285714285714
2009-08-01,CHD,43.8,2009,8,1182.1,2,56.44285714285714,895.9285714285714
2009-09-01,CHD,71.6,2009,9,1182.1,2,52.042857142857144,895.9285714285714
2009-10-01,CHD,61.4,2009,10,1182.1,2,44.14285714285714,895.9285714285714
2009-11-01,CHD,163.2,2009,11,1182.1,2,121.3,895.9285714285714
2009-12-01,CHD,135.2,2009,12,1182.1,2,132.55714285714285,895.9285714285714
2010-01-01,CHD,39.3,2010,1,1070.6,2,37.82857142857143,866.8571428571429
2010-02-01,CHD,69.1,2010,2,1070.6,2,62.55714285714286,866.8571428571429
2010-03-01,CHD,64.7,2010,3,1070.6,2,57.15714285714286,866.8571428571429
2010-04-01,CHD,28.9,2010,4,1070.6,2,22.814285714285713,866.8571428571429
2010-05-01,CHD,129.1,2010,5,1070.6,2,124.97142857142858,866.8571428571429
2010-06-01,CHD,115.7,2010,6,1070.6,2,74.58571428571429,866.8571428571429
2010-07-01,CHD,122.7,2010,7,1070.6,2,68.05714285714285,866.8571428571429
2010-08-01,CHD,221.1,2010,8,1070.6,2,148.5,866.8571428571429
2010-09-01,CHD,64.8,2010,9,1070.6,2,49.25714285714286,866.8571428571429
2010-10-01,CHD,44.1,2010,10,1070.6,2,36.48571428571429,866.8571428571429
2010-11-01,CHD,81.6,2010,11,1070.6,2,83.47142857142858,866.8571428571429
2010-12-01,CHD,89.5,2010,12,1070.6,2,101.17142857142858,866.8571428571429
2011-01-01,CHD,53.9,2011,1,1242.3,2,44.48571428571429,811.5142857142857
2011-02-01,CHD,41.5,2011,2,1242.3,2,25.7,811.5142857142857
2011-03-01,CHD,31.5,2011,3,1242.3,2,26.142857142857142,811.5142857142857
2011-04-01,CHD,37.1,2011,4,1242.3,2,22.7,811.5142857142857
2011-05-01,CHD,137,2011,5,1242.3,2,66.84285714285714,811.5142857142857
2011-06-01,CHD,151.5,2011,6,1242.3,2,87.42857142857143,811.5142857142857
2011-07-01,CHD,148.1,2011,7,1242.3,2,124.67142857142856,811.5142857142857
2011-08-01,CHD,101.5,2011,8,1242.3,2,72.94285714285714,811.5142857142857
2011-09-01,CHD,111.4,2011,9,1242.3,2,69.21428571428571,811.5142857142857
2011-10-01,CHD,118.8,2011,10,1242.3,2,68.87142857142857,811.5142857142857
2011-11-01,CHD,0,2011,11,1242.3,2,6.199999999999999,811.5142857142857
2011-12-01,CHD,310,2011,12,1242.3,2,196.31428571428572,811.5142857142857
2012-01-01,CHD,142.1,2012,1,1382.9,2,98.87142857142857,1154.4285714285716
2012-02-01,CHD,28.7,2012,2,1382.9,2,13.471428571428572,1154.4285714285716
2012-03-01,CHD,19.8,2012,3,1382.9,2,16.65714285714286,1154.4285714285716
2012-04-01,CHD,112.1,2012,4,1382.9,2,93,1154.4285714285716
2012-05-01,CHD,87.1,2012,5,1382.9,2,74.82857142857142,1154.4285714285716
2012-06-01,CHD,127.2,2012,6,1382.9,2,127.54285714285714,1154.4285714285716
2012-07-01,CHD,107.4,2012,7,1382.9,2,110.92857142857143,1154.4285714285716
2012-08-01,CHD,176.8,2012,8,1382.9,2,123.34285714285714,1154.4285714285716
2012-09-01,CHD,162.1,2012,9,1382.9,2,101.82857142857142,1154.4285714285716
2012-10-01,CHD,137,2012,10,1382.9,2,96.38571428571429,1154.4285714285716
2012-11-01,CHD,105.4,2012,11,1382.9,2,132.47142857142856,1154.4285714285716
2012-12-01,CHD,177.2,2012,12,1382.9,2,165.1,1154.4285714285716
2013-01-01,CHD,62.8,2013,1,1352.6,2,50.871428571428574,1066.5857142857142
2013-02-01,CHD,90.9,2013,2,1352.6,2,71.94285714285715,1066.5857142857142
2013-03-01,CHD,69.3,2013,3,1352.6,2,62.34285714285714,1066.5857142857142
2013-04-01,CHD,93.6,2013,4,1352.6,2,92.84285714285714,1066.5857142857142
2013-05-01,CHD,195,2013,5,1352.6,2,141.78571428571428,1066.5857142857142
2013-06-01,CHD,88.7,2013,6,1352.6,2,79.01428571428572,1066.5857142857142
2013-07-01,CHD,145.8,2013,7,1352.6,2,103.3,1066.5857142857142
2013-08-01,CHD,75.8,2013,8,1352.6,2,62.07142857142857,1066.5857142857142
2013-09-01,CHD,135.4,2013,9,1352.6,2,93.0142857142857,1066.5857142857142
2013-10-01,CHD,146,2013,10,1352.6,2,118.18571428571428,1066.5857142857142
2013-11-01,CHD,205,2013,11,1352.6,2,121.72857142857143,1066.5857142857142
2013-12-01,CHD,44.3,2013,12,1352.6,2,69.48571428571428,1066.5857142857142
2014-01-01,CHD,66.9,2014,1,1314.2,2,67.97142857142858,1014.6428571428572
2014-02-01,CHD,94.9,2014,2,1314.2,2,93.44285714285715,1014.6428571428572
2014-03-01,CHD,32.8,2014,3,1314.2,2,25.71428571428571,1014.6428571428572
2014-04-01,CHD,92.1,2014,4,1314.2,2,74.11428571428571,1014.6428571428572
2014-05-01,CHD,116.6,2014,5,1314.2,2,97.34285714285714,1014.6428571428572
2014-06-01,CHD,102.9,2014,6,1314.2,2,72.01428571428572,1014.6428571428572
2014-07-01,CHD,332.6,2014,7,1314.2,2,213.4142857142857,1014.6428571428572
2014-08-01,CHD,180.7,2014,8,1314.2,2,106.72857142857143,1014.6428571428572
2014-09-01,CHD,42.9,2014,9,1314.2,2,39.2,1014.6428571428572
2014-10-01,CHD,90.1,2014,10,1314.2,2,86.52857142857142,1014.6428571428572
2014-11-01,CHD,91.6,2014,11,1314.2,2,84.24285714285715,1014.6428571428572
2014-12-01,CHD,70.1,2014,12,1314.2,2,53.92857142857143,1014.6428571428572
2015-01-01,CHD,120.8,2015,1,1118.1,2,94.18571428571428,839.4571428571428
2015-02-01,CHD,36.7,2015,2,1118.1,2,37.91428571428572,839.4571428571428
2015-03-01,CHD,117.7,2015,3,1118.1,2,76.17142857142858,839.4571428571428
2015-04-01,CHD,77,2015,4,1118.1,2,87.28571428571428,839.4571428571428
2015-05-01,CHD,214.4,2015,5,1118.1,2,136.54285714285714,839.4571428571428
2015-06-01,CHD,120.8,2015,6,1118.1,2,92.8,839.4571428571428
2015-07-01,CHD,52.4,2015,7,1118.1,2,44.18571428571428,839.4571428571428
2015-08-01,CHD,105.7,2015,8,1118.1,2,72.52857142857142,839.4571428571428
2015-09-01,CHD,87.1,2015,9,1118.1,2,71.37142857142857,839.4571428571428
2015-10-01,CHD,64.2,2015,10,1118.1,2,41.68571428571428,839.4571428571428
2015-11-01,CHD,104.1,2015,11,1118.1,2,71.04285714285714,839.4571428571428
2015-12-01,CHD,17.2,2015,12,1118.1,2,13.742857142857142,839.4571428571428
2016-01-01,CHD,161.4,2016,1,1416.9,2,158.87142857142857,1106.857142857143
2016-02-01,CHD,118.4,2016,2,1416.9,2,103.21428571428571,1106.857142857143
2016-03-01,CHD,61.9,2016,3,1416.9,2,46.58571428571429,1106.857142857143
2016-04-01,CHD,118.5,2016,4,1416.9,2,121.21428571428572,1106.857142857143
2016-05-01,CHD,238.9,2016,5,1416.9,2,151.77142857142857,1106.857142857143
2016-06-01,CHD,182.8,2016,6,1416.9,2,162.3,1106.857142857143
2016-07-01,CHD,181.4,2016,7,1416.9,2,93.78571428571429,1106.857142857143
2016-08-01,CHD,93.7,2016,8,1416.9,2,52.142857142857146,1106.857142857143
2016-09-01,CHD,63.4,2016,9,1416.9,2,48.114285714285714,1106.857142857143
2016-10-01,CHD,75.3,2016,10,1416.9,2,71.48571428571428,1106.857142857143
2016-11-01,CHD,119.7,2016,11,1416.9,2,96.11428571428571,1106.857142857143
2016-12-01,CHD,1.5,2016,12,1416.9,2,1.2571428571428571,1106.857142857143
2017-01-01,CHD,57.7,2017,1,1153.1,2,50.6,888.4142857142857
2017-02-01,CHD,84.3,2017,2,1153.1,2,59.385714285714286,888.4142857142857
2017-03-01,CHD,124.9,2017,3,1153.1,2,72.41428571428571,888.4142857142857
2017-04-01,CHD,45.7,2017,4,1153.1,2,55.82857142857143,888.4142857142857
2017-05-01,CHD,92.8,2017,5,1153.1,2,87.28571428571429,888.4142857142857
2017-06-01,CHD,113,2017,6,1153.1,2,72.15714285714286,888.4142857142857
2017-07-01,CHD,117.6,2017,7,1153.1,2,95.38571428571429,888.4142857142857
2017-08-01,CHD,124.7,2017,8,1153.1,2,90.4,888.4142857142857
2017-09-01,CHD,59.7,2017,9,1153.1,2,52.94285714285714,888.4142857142857
2017-10-01,CHD,63.4,2017,10,1153.1,2,36.142857142857146,888.4142857142857
2017-11-01,CHD,113,2017,11,1153.1,2,84.81428571428572,888.4142857142857
2017-12-01,CHD,156.3,2017,12,1153.1,2,131.05714285714285,888.4142857142857
2018-01-01,CHD,261.4,2018,1,1242.3999999999999,2,188.45714285714286,938.4428571428571
2018-02-01,CHD,56.7,2018,2,1242.3999999999999,2,40.42857142857143,938.4428571428571
2018-03-01,CHD,93.4,2018,3,1242.3999999999999,2,85.48571428571428,938.4428571428571
2018-04-01,CHD,47.8,2018,4,1242.3999999999999,2,25.357142857142858,938.4428571428571
2018-05-01,CHD,138.6,2018,5,1242.3999999999999,2,108.92857142857143,938.4428571428571
2018-06-01,CHD,105.6,2018,6,1242.3999999999999,2,72.17142857142856,938.4428571428571
2018-07-01,CHD,63.9,2018,7,1242.3999999999999,2,71.3,938.4428571428571
2018-08-01,CHD,169.2,2018,8,1242.3999999999999,2,87.82857142857142,938.4428571428571
2018-09-01,CHD,51.6,2018,9,1242.3999999999999,2,35.75714285714286,938.4428571428571
2018-10-01,CHD,45.3,2018,10,1242.3999999999999,2,36.44285714285714,938.4428571428571
2018-11-01,CHD,18.3,2018,11,1242.3999999999999,2,33.07142857142857,938.4428571428571
2018-12-01,CHD,190.6,2018,12,1242.3999999999999,2,153.21428571428572,938.4428571428571
2019-01-01,CHD,86.2,2019,1,1390,2,55.22857142857143,1003.4571428571429
2019-02-01,CHD,54.1,2019,2,1390,2,38.214285714285715,1003.4571428571429
2019-03-01,CHD,104.6,2019,3,1390,2,70.41428571428571,1003.4571428571429
2019-04-01,CHD,60.1,2019,4,1390,2,60.07142857142857,1003.4571428571429
2019-05-01,CHD,172,2019,5,1390,2,100,1003.4571428571429
2019-06-01,CHD,132.2,2019,6,1390,2,106.32857142857142,1003.4571428571429
2019-07-01,CHD,123.7,2019,7,1390,2,88.87142857142857,1003.4571428571429
2019-08-01,CHD,197.9,2019,8,1390,2,108.81428571428572,1003.4571428571429
2019-09-01,CHD,55.9,2019,9,1390,2,47.25714285714286,1003.4571428571429
2019-10-01,CHD,141.5,2019,10,1390,2,121.68571428571428,1003.4571428571429
2019-11-01,CHD,131.6,2019,11,1390,2,94.45714285714286,1003.4571428571429
2019-12-01,CHD,130.2,2019,12,1390,2,112.11428571428571,1003.4571428571429
2020-01-01,CHD,31.5,2020,1,1153,2,30.84285714285714,888.9428571428572
2020-02-01,CHD,140.6,2020,2,1153,2,111.02857142857142,888.9428571428572
2020-03-01,CHD,89.1,2020,3,1153,2,65.17142857142858,888.9428571428572
2020-04-01,CHD,59.9,2020,4,1153,2,34.642857142857146,888.9428571428572
2020-05-01,CHD,58.2,2020,5,1153,2,76.38571428571429,888.9428571428572
2020-06-01,CHD,126,2020,6,1153,2,110.17142857142856,888.9428571428572
2020-07-01,CHD,65.6,2020,7,1153,2,37.6,888.9428571428572
2020-08-01,CHD,200.2,2020,8,1153,2,122.32857142857144,888.9428571428572
2020-09-01,CHD,97.4,2020,9,1153,2,63.471428571428575,888.9428571428572
2020-10-01,CHD,151.2,2020,10,1153,2,132.27142857142857,888.9428571428572
2020-11-01,CHD,32.5,2020,11,1153,2,21.485714285714288,888.9428571428572
2020-12-01,CHD,100.8,2020,12,1153,2,83.54285714285714,888.9428571428572
2021-01-01,CHD,181.5,2021,1,1479.8,2,141.77142857142857,1099.2571428571428
2021-02-01,CHD,40.4,2021,2,1479.8,2,36.614285714285714,1099.2571428571428
2021-03-01,CHD,103.8,2021,3,1479.8,2,57.07142857142857,1099.2571428571428
2021-04-01,CHD,48.3,2021,4,1479.8,2,34.34285714285714,1099.2571428571428
2021-05-01,CHD,202.8,2021,5,1479.8,2,152.6142857142857,1099.2571428571428
2021-06-01,CHD,176.4,2021,6,1479.8,2,145.2,1099.2571428571428
2021-07-01,CHD,261.5,2021,7,1479.8,2,199.9857142857143,1099.2571428571428
2021-08-01,CHD,125,2021,8,1479.8,2,69.9,1099.2571428571428
2021-09-01,CHD,90.8,2021,9,1479.8,2,51.84285714285714,1099.2571428571428
2021-10-01,CHD,49.2,2021,10,1479.8,2,53.05714285714286,1099.2571428571428
2021-11-01,CHD,41.8,2021,11,1479.8,2,27.957142857142856,1099.2571428571428
2021-12-01,CHD,158.3,2021,12,1479.8,2,128.9,1099.2571428571428
2022-01-01,CHD,51.5,2022,1,1115.3,2,32.971428571428575,849.9
2022-02-01,CHD,95.2,2022,2,1115.3,2,62.2,849.9
2022-03-01,CHD,21.3,2022,3,1115.3,2,20.442857142857143,849.9
2022-04-01,CHD,90.4,2022,4,1115.3,2,80.7,849.9
2022-05-01,CHD,53.7,2022,5,1115.3,2,39.68571428571428,849.9
2022-06-01,CHD,116,2022,6,1115.3,2,92.02857142857142,849.9
2022-07-01,CHD,65.1,2022,7,1115.3,2,43.51428571428571,849.9
2022-08-01,CHD,156.7,2022,8,1115.3,2,81.55714285714285,849.9
2022-09-01,CHD,168.5,2022,9,1115.3,2,135.81428571428572,849.9
2022-10-01,CHD,76.9,2022,10,1115.3,2,78.25714285714285,849.9
2022-11-01,CHD,87.9,2022,11,1115.3,2,84.34285714285714,849.9
2022-12-01,CHD,132.1,2022,12,1115.3,2,98.38571428571429,849.9
2023-01-01,CHD,88.6,2023,1,1549.3,2,63.714285714285715,1113.4285714285713
2023-02-01,CHD,6.1,2023,2,1549.3,2,8.871428571428572,1113.4285714285713
2023-03-01,CHD,151.4,2023,3,1549.3,2,108.64285714285714,1113.4285714285713
2023-04-01,CHD,140.5,2023,4,1549.3,2,88.81428571428572,1113.4285714285713
2023-05-01,CHD,102.8,2023,5,1549.3,2,63.4,1113.4285714285713
2023-06-01,CHD,92.8,2023,6,1549.3,2,56.08571428571429,1113.4285714285713
2023-07-01,CHD,103.6,2023,7,1549.3,2,77.75714285714285,1113.4285714285713
2023-08-01,CHD,122,2023,8,1549.3,2,104.15714285714286,1113.4285714285713
2023-09-01,CHD,95.7,2023,9,1549.3,2,62.7,1113.4285714285713
2023-10-01,CHD,138.7,2023,10,1549.3,2,112.77142857142857,1113.4285714285713
2023-11-01,CHD,306.8,2023,11,1549.3,2,224.78571428571428,1113.4285714285713
2023-12-01,CHD,200.3,2023,12,1549.3,2,141.72857142857143,1113.4285714285713
2000-01-01,DAV,72.6,2000,1,1189.8,3,43.58,1307.88
2000-02-01,DAV,88.4,2000,2,1189.8,3,95.64,1307.88
2000-03-01,DAV,108,2000,3,1189.8,3,117.54,1307.88
2000-04-01,DAV,51.1,2000,4,1189.8,3,63.3,1307.88
2000-05-01,DAV,66.7,2000,5,1189.8,3,101.54,1307.88
2000-06-01,DAV,63.9,2000,6,1189.8,3,102.76,1307.88
2000-07-01,DAV,234,2000,7,1189.8,3,248.38,1307.88
2000-08-01,DAV,185.1,2000,8,1189.8,3,188.6,1307.88
2000-09-01,DAV,85,2000,9,1189.8,3,120.9,1307.88
2000-10-01,DAV,76.4,2000,10,1189.8,3,84.4,1307.88
2000-11-01,DAV,144.2,2000,11,1189.8,3,121.53999999999999,1307.88
2000-12-01,DAV,14.4,2000,12,1189.8,3,19.7,1307.88
2001-01-01,DAV,64.1,2001,1,1268.2,3,75.08,1416.56
2001-02-01,DAV,90.5,2001,2,1268.2,3,67.76,1416.56
2001-03-01,DAV,92.6,2001,3,1268.2,3,145.38,1416.56
2001-04-01,DAV,82.3,2001,4,1268.2,3,150.3,1416.56
2001-05-01,DAV,38.5,2001,5,1268.2,3,73.64,1416.56
2001-06-01,DAV,287.9,2001,6,1268.2,3,243.4,1416.56
2001-07-01,DAV,156.2,2001,7,1268.2,3,143.9,1416.56
2001-08-01,DAV,159.5,2001,8,1268.2,3,154.94,1416.56
2001-09-01,DAV,137.8,2001,9,1268.2,3,164.85999999999999,1416.56
2001-10-01,DAV,52.9,2001,10,1268.2,3,59.419999999999995,1416.56
2001-11-01,DAV,68.1,2001,11,1268.2,3,88.74,1416.56
2001-12-01,DAV,37.8,2001,12,1268.2,3,49.14,1416.56
2002-01-01,DAV,13.8,2002,1,1227.5,3,14.3,1539.84
2002-02-01,DAV,38.1,2002,2,1227.5,3,80.14,1539.84
2002-03-01,DAV,118.6,2002,3,1227.5,3,88.94,1539.84
2002-04-01,DAV,41,2002,4,1227.5,3,70.76,1539.84
2002-05-01,DAV,136.3,2002,5,1227.5,3,174.7,1539.84
2002-06-01,DAV,99.1,2002,6,1227.5,3,167.38,1539.84
2002-07-01,DAV,132.3,2002,7,1227.5,3,164.34,1539.84
2002-08-01,DAV,207.4,2002,8,1227.5,3,216.22,1539.84
2002-09-01,DAV,71.1,2002,9,1227.5,3,158.78,1539.84
2002-10-01,DAV,95.2,2002,10,1227.5,3,100.08,1539.84
2002-11-01,DAV,224.7,2002,11,1227.5,3,228.29999999999998,1539.84
2002-12-01,DAV,49.9,2002,12,1227.5,3,75.9,1539.84
2003-01-01,DAV,45.4,2003,1,848.7,3,69.82,955.24
2003-02-01,DAV,28.6,2003,2,848.7,3,42.66,955.24
2003-03-01,DAV,8.1,2003,3,848.7,3,38.04,955.24
2003-04-01,DAV,32.4,2003,4,848.7,3,54.58,955.24
2003-05-01,DAV,81.4,2003,5,848.7,3,99.92,955.24
2003-06-01,DAV,111.9,2003,6,848.7,3,102.4,955.24
2003-07-01,DAV,125.9,2003,7,848.7,3,142.66,955.24
2003-08-01,DAV,105.1,2003,8,848.7,3,74.98,955.24
2003-09-01,DAV,35.7,2003,9,848.7,3,54.6,955.24
2003-10-01,DAV,193.6,2003,10,848.7,3,178.44,955.24
2003-11-01,DAV,36.1,2003,11,848.7,3,54.699999999999996,955.24
2003-12-01,DAV,44.5,2003,12,848.7,3,42.44,955.24
2004-01-01,DAV,126,2004,1,881.1,3,125.98,1127.2
2004-02-01,DAV,49.2,2004,2,881.1,3,41.16,1127.2
2004-03-01,DAV,17.7,2004,3,881.1,3,77.32,1127.2
2004-04-01,DAV,30.3,2004,4,881.1,3,69.3,1127.2
2004-05-01,DAV,64.2,2004,5,881.1,3,115.54,1127.2
2004-06-01,DAV,111.5,2004,6,881.1,3,168.86,1127.2
2004-07-01,DAV,102.8,2004,7,881.1,3,119.56,1127.2
2004-08-01,DAV,196.2,2004,8,881.1,3,148.3,1127.2
2004-09-01,DAV,84.9,2004,9,881.1,3,96.76,1127.2
2004-10-01,DAV,35.8,2004,10,881.1,3,82.02,1127.2
2004-11-01,DAV,32.1,2004,11,881.1,3,36.94,1127.2
2004-12-01,DAV,30.4,2004,12,881.1,3,45.46,1127.2
2005-01-01,DAV,79.9,2005,1,922.9,3,72.60000000000001,1097.68
2005-02-01,DAV,48.7,2005,2,922.9,3,67.36,1097.68
2005-03-01,DAV,25.9,2005,3,922.9,3,39.46,1097.68
2005-04-01,DAV,35,2005,4,922.9,3,95.6,1097.68
2005-05-01,DAV,125.3,2005,5,922.9,3,126.44,1097.68
2005-06-01,DAV,102.6,2005,6,922.9,3,103.16,1097.68
2005-07-01,DAV,90.7,2005,7,922.9,3,125.52,1097.68
2005-08-01,DAV,192.1,2005,8,922.9,3,256.8,1097.68
2005-09-01,DAV,52.5,2005,9,922.9,3,59.28,1097.68
2005-10-01,DAV,45.5,2005,10,922.9,3,55.3,1097.68
2005-11-01,DAV,22.4,2005,11,922.9,3,25.939999999999998,1097.68
2005-12-01,DAV,102.3,2005,12,922.9,3,70.22,1097.68
2006-01-01,DAV,27.7,2006,1,788.5,3,26.5,1101
2006-02-01,DAV,37.8,2006,2,788.5,3,43.44,1101
2006-03-01,DAV,61.9,2006,3,788.5,3,109.72,1101
2006-04-01,DAV,60.6,2006,4,788.5,3,138.98,1101
2006-05-01,DAV,111.5,2006,5,788.5,3,163.5,1101
2006-06-01,DAV,62.8,2006,6,788.5,3,80.7,1101
2006-07-01,DAV,89,2006,7,788.5,3,87,1101
2006-08-01,DAV,139.6,2006,8,788.5,3,197.38,1101
2006-09-01,DAV,48.4,2006,9,788.5,3,103,1101
2006-10-01,DAV,60.4,2006,10,788.5,3,47.82,1101
2006-11-01,DAV,47.5,2006,11,788.5,3,38.72,1101
2006-12-01,DAV,41.3,2006,12,788.5,3,64.24,1101
2007-01-01,DAV,82.3,2007,1,1005,3,65.56,1154.38
2007-02-01,DAV,40.5,2007,2,1005,3,53.68,1154.38
2007-03-01,DAV,35.9,2007,3,1005,3,80.56,1154.38
2007-04-01,DAV,20.3,2007,4,1005,3,21.7,1154.38
2007-05-01,DAV,98.1,2007,5,1005,3,145.2,1154.38
2007-06-01,DAV,130,2007,6,1005,3,134.66,1154.38
2007-07-01,DAV,117.7,2007,7,1005,3,170.42,1154.38
2007-08-01,DAV,178.5,2007,8,1005,3,191.56,1154.38
2007-09-01,DAV,108.3,2007,9,1005,3,100.96,1154.38
2007-10-01,DAV,25.9,2007,10,1005,3,33.16,1154.38
2007-11-01,DAV,117.6,2007,11,1005,3,80.12,1154.38
2007-12-01,DAV,49.9,2007,12,1005,3,76.8,1154.38
2008-01-01,DAV,43.9,2008,1,1163.7,3,53.5,1227.58
2008-02-01,DAV,16.3,2008,2,1163.7,3,29.14,1227.58
2008-03-01,DAV,69.8,2008,3,1163.7,3,90.24,1227.58
2008-04-01,DAV,136.9,2008,4,1163.7,3,142.74,1227.58
2008-05-01,DAV,51.7,2008,5,1163.7,3,38.12,1227.58
2008-06-01,DAV,116.5,2008,6,1163.7,3,119.12,1227.58
2008-07-01,DAV,218.3,2008,7,1163.7,3,200.26,1227.58
2008-08-01,DAV,160.9,2008,8,1163.7,3,177.06,1227.58
2008-09-01,DAV,96.2,2008,9,1163.7,3,132.62,1227.58
2008-10-01,DAV,59.1,2008,10,1163.7,3,99.3,1227.58
2008-11-01,DAV,117,2008,11,1163.7,3,69.6,1227.58
2008-12-01,DAV,77.1,2008,12,1163.7,3,75.88,1227.58
2009-01-01,DAV,36.6,2009,1,928.6,3,34.96,1083.76
2009-02-01,DAV,61.3,2009,2,928.6,3,70.58,1083.76
2009-03-01,DAV,74.1,2009,3,928.6,3,86.92,1083.76
2009-04-01,DAV,47.6,2009,4,928.6,3,38.2,1083.76
2009-05-01,DAV,56.9,2009,5,928.6,3,72.48,1083.76
2009-06-01,DAV,125.4,2009,6,928.6,3,172.1,1083.76
2009-07-01,DAV,164.3,2009,7,928.6,3,186.12,1083.76
2009-08-01,DAV,103.4,2009,8,928.6,3,98.72,1083.76
2009-09-01,DAV,45,2009,9,928.6,3,45.68,1083.76
2009-10-01,DAV,62.7,2009,10,928.6,3,76.14,1083.76
2009-11-01,DAV,83.2,2009,11,928.6,3,117.04,1083.76
