time,stn,rre150m0,year,month,precip_annual,cluster_pca_h,precip_cluster_mean_monthly,precip_cluster_mean_annual
2000-01-01,ANT,89.5,2000,1,1763.6,1,156.05,2374.825
2000-02-01,ANT,126.7,2000,2,1763.6,1,310.72499999999997,2374.825
2000-03-01,ANT,146.9,2000,3,1763.6,1,249.32500000000002,2374.825
2000-04-01,ANT,165.4,2000,4,1763.6,1,174.775,2374.825
2000-05-01,ANT,57.2,2000,5,1763.6,1,127.525,2374.825
2000-06-01,ANT,84.6,2000,6,1763.6,1,112.55,2374.825
2000-07-01,ANT,155.8,2000,7,1763.6,1,271.525,2374.825
2000-08-01,ANT,123.6,2000,8,1763.6,1,152.425,2374.825
2000-09-01,ANT,221.6,2000,9,1763.6,1,205.9,2374.825
2000-10-01,ANT,269.9,2000,10,1763.6,1,251.15,2374.825
2000-11-01,ANT,280.4,2000,11,1763.6,1,250.325,2374.825
2000-12-01,ANT,42,2000,12,1763.6,1,112.55000000000001,2374.825
2001-01-01,ANT,60.4,2001,1,1450,1,99.45,2311.925
2001-02-01,ANT,124.6,2001,2,1450,1,177.79999999999998,2311.925
2001-03-01,ANT,134.1,2001,3,1450,1,346.45,2311.925
2001-04-01,ANT,161.3,2001,4,1450,1,273.775,2311.925
2001-05-01,ANT,57.1,2001,5,1450,1,84.225,2311.925
2001-06-01,ANT,206.8,2001,6,1450,1,287.85,2311.925
2001-07-01,ANT,174,2001,7,1450,1,156.675,2311.925
2001-08-01,ANT,118.6,2001,8,1450,1,149.2,2311.925
2001-09-01,ANT,138.9,2001,9,1450,1,258.925,2311.925
2001-10-01,ANT,79.6,2001,10,1450,1,88.925,2311.925
2001-11-01,ANT,108.4,2001,11,1450,1,228.72500000000002,2311.925
2001-12-01,ANT,86.2,2001,12,1450,1,159.925,2311.925
2002-01-01,ANT,21,2002,1,2024.1,1,50.775,2632.3
2002-02-01,ANT,126,2002,2,2024.1,1,255.2,2632.3
2002-03-01,ANT,197.5,2002,3,2024.1,1,217.975,2632.3
2002-04-01,ANT,51.2,2002,4,2024.1,1,108.05,2632.3
2002-05-01,ANT,425.4,2002,5,2024.1,1,316.3,2632.3
2002-06-01,ANT,133.8,2002,6,2024.1,1,182,2632.3
2002-07-01,ANT,123.1,2002,7,2024.1,1,196.625,2632.3
2002-08-01,ANT,139.1,2002,8,2024.1,1,259.475,2632.3
2002-09-01,ANT,80.7,2002,9,2024.1,1,158.7,2632.3
2002-10-01,ANT,73.6,2002,10,2024.1,1,171.5,2632.3
2002-11-01,ANT,572.8,2002,11,2024.1,1,540.85,2632.3
2002-12-01,ANT,79.9,2002,12,2024.1,1,174.85,2632.3
2003-01-01,ANT,133.4,2003,1,1043.1,1,228.625,1686.45
2003-02-01,ANT,80.8,2003,2,1043.1,1,116.725,1686.45
2003-03-01,ANT,15.8,2003,3,1043.1,1,56.8,1686.45
2003-04-01,ANT,60,2003,4,1043.1,1,142.025,1686.45
2003-05-01,ANT,64.9,2003,5,1043.1,1,131.675,1686.45
2003-06-01,ANT,48.1,2003,6,1043.1,1,85.525,1686.45
2003-07-01,ANT,135,2003,7,1043.1,1,147.025,1686.45
2003-08-01,ANT,59.5,2003,8,1043.1,1,78.125,1686.45
2003-09-01,ANT,54.2,2003,9,1043.1,1,79.5,1686.45
2003-10-01,ANT,192.6,2003,10,1043.1,1,297.225,1686.45
2003-11-01,ANT,85,2003,11,1043.1,1,131.8,1686.45
2003-12-01,ANT,113.8,2003,12,1043.1,1,191.4,1686.45
2004-01-01,ANT,211.7,2004,1,1235.3,1,383.375,1884.175
2004-02-01,ANT,61.9,2004,2,1235.3,1,122.4,1884.175
2004-03-01,ANT,62.5,2004,3,1235.3,1,91.125,1884.175
2004-04-01,ANT,92.5,2004,4,1235.3,1,148.75,1884.175
2004-05-01,ANT,113.8,2004,5,1235.3,1,156.525,1884.175
2004-06-01,ANT,116.4,2004,6,1235.3,1,152.975,1884.175
2004-07-01,ANT,66.8,2004,7,1235.3,1,123.25,1884.175
2004-08-01,ANT,116.7,2004,8,1235.3,1,176.625,1884.175
2004-09-01,ANT,77.6,2004,9,1235.3,1,115.2,1884.175
2004-10-01,ANT,138.6,2004,10,1235.3,1,154.725,1884.175
2004-11-01,ANT,99.8,2004,11,1235.3,1,138.425,1884.175
2004-12-01,ANT,77,2004,12,1235.3,1,120.8,1884.175
2005-01-01,ANT,138,2005,1,1265,1,255.675,1926.875
2005-02-01,ANT,88.7,2005,2,1265,1,174.125,1926.875
2005-03-01,ANT,36.9,2005,3,1265,1,80.75,1926.875
2005-04-01,ANT,74.8,2005,4,1265,1,208.65,1926.875
2005-05-01,ANT,176.2,2005,5,1265,1,194.95,1926.875
2005-06-01,ANT,111.8,2005,6,1265,1,115.95,1926.875
2005-07-01,ANT,124.7,2005,7,1265,1,151.85,1926.875
2005-08-01,ANT,239.5,2005,8,1265,1,307.05,1926.875
2005-09-01,ANT,51.1,2005,9,1265,1,91.975,1926.875
2005-10-01,ANT,74.4,2005,10,1265,1,99.75,1926.875
2005-11-01,ANT,27.4,2005,11,1265,1,49.15,1926.875
2005-12-01,ANT,121.5,2005,12,1265,1,197,1926.875
2006-01-01,ANT,56.3,2006,1,1118.2,1,90.65,1840.775
2006-02-01,ANT,101.6,2006,2,1118.2,1,129.375,1840.775
2006-03-01,ANT,124.6,2006,3,1118.2,1,296.125,1840.775
2006-04-01,ANT,86.4,2006,4,1118.2,1,162.85,1840.775
2006-05-01,ANT,139,2006,5,1118.2,1,247.97500000000002,1840.775
2006-06-01,ANT,85.5,2006,6,1118.2,1,92.8,1840.775
2006-07-01,ANT,55.3,2006,7,1118.2,1,77.575,1840.775
2006-08-01,ANT,177.2,2006,8,1118.2,1,280.95,1840.775
2006-09-01,ANT,112.2,2006,9,1118.2,1,149.575,1840.775
2006-10-01,ANT,33.3,2006,10,1118.2,1,85.1,1840.775
2006-11-01,ANT,48.7,2006,11,1118.2,1,104.2,1840.775
2006-12-01,ANT,98.1,2006,12,1118.2,1,123.6,1840.775
2007-01-01,ANT,107,2007,1,1414.9,1,241.925,2244.2000000000003
2007-02-01,ANT,76.9,2007,2,1414.9,1,188.85000000000002,2244.2000000000003
2007-03-01,ANT,113.2,2007,3,1414.9,1,131.9,2244.2000000000003
2007-04-01,ANT,19.8,2007,4,1414.9,1,17.925,2244.2000000000003
2007-05-01,ANT,239.3,2007,5,1414.9,1,314.45,2244.2000000000003
2007-06-01,ANT,170.3,2007,6,1414.9,1,215.4,2244.2000000000003
2007-07-01,ANT,129.1,2007,7,1414.9,1,228.775,2244.2000000000003
2007-08-01,ANT,169.4,2007,8,1414.9,1,231.5,2244.2000000000003
2007-09-01,ANT,126.4,2007,9,1414.9,1,124.075,2244.2000000000003
2007-10-01,ANT,31.2,2007,10,1414.9,1,43.25,2244.2000000000003
2007-11-01,ANT,136.2,2007,11,1414.9,1,237.925,2244.2000000000003
2007-12-01,ANT,96.1,2007,12,1414.9,1,268.225,2244.2000000000003
2008-01-01,ANT,78.7,2008,1,1625.8,1,174.25,2080.5
2008-02-01,ANT,24.9,2008,2,1625.8,1,74.25,2080.5
2008-03-01,ANT,173.3,2008,3,1625.8,1,300.475,2080.5
2008-04-01,ANT,159.4,2008,4,1625.8,1,265.275,2080.5
2008-05-01,ANT,111.9,2008,5,1625.8,1,100.825,2080.5
2008-06-01,ANT,97.7,2008,6,1625.8,1,116.5,2080.5
2008-07-01,ANT,171.8,2008,7,1625.8,1,180.575,2080.5
2008-08-01,ANT,131.6,2008,8,1625.8,1,161.6,2080.5
2008-09-01,ANT,206.7,2008,9,1625.8,1,168.475,2080.5
2008-10-01,ANT,166.3,2008,10,1625.8,1,168.675,2080.5
2008-11-01,ANT,187.2,2008,11,1625.8,1,209.975,2080.5
2008-12-01,ANT,116.3,2008,12,1625.8,1,159.625,2080.5
2009-01-01,ANT,44.2,2009,1,1283.7,1,68.675,1801.9
2009-02-01,ANT,163.2,2009,2,1283.7,1,236.9,1801.9
2009-03-01,ANT,185.5,2009,3,1283.7,1,315.475,1801.9
2009-04-01,ANT,148.6,2009,4,1283.7,1,98.725,1801.9
2009-05-01,ANT,48.9,2009,5,1283.7,1,81.75,1801.9
2009-06-01,ANT,93.8,2009,6,1283.7,1,132.4,1801.9
2009-07-01,ANT,124.6,2009,7,1283.7,1,182.975,1801.9
2009-08-01,ANT,88.6,2009,8,1283.7,1,92.075,1801.9
2009-09-01,ANT,53.2,2009,9,1283.7,1,88.15,1801.9
2009-10-01,ANT,77.6,2009,10,1283.7,1,121.225,1801.9
2009-11-01,ANT,160.7,2009,11,1283.7,1,194.725,1801.9
2009-12-01,ANT,94.8,2009,12,1283.7,1,188.825,1801.9
2010-01-01,ANT,58.7,2010,1,1397.7,1,120.30000000000001,1954.45
2010-02-01,ANT,33.9,2010,2,1397.7,1,127.25,1954.45
2010-03-01,ANT,98,2010,3,1397.7,1,140.325,1954.45
2010-04-01,ANT,51.3,2010,4,1397.7,1,60.699999999999996,1954.45
2010-05-01,ANT,230.5,2010,5,1397.7,1,276.625,1954.45
2010-06-01,ANT,124.1,2010,6,1397.7,1,131.25,1954.45
2010-07-01,ANT,113,2010,7,1397.7,1,186.9,1954.45
2010-08-01,ANT,186,2010,8,1397.7,1,260.55,1954.45
2010-09-01,ANT,96.4,2010,9,1397.7,1,126.4,1954.45
2010-10-01,ANT,112.4,2010,10,1397.7,1,135.3,1954.45
2010-11-01,ANT,182.4,2010,11,1397.7,1,224.875,1954.45
2010-12-01,ANT,111,2010,12,1397.7,1,163.975,1954.45
2011-01-01,ANT,43.7,2011,1,1161.1,1,72.675,1903.425
2011-02-01,ANT,37.4,2011,2,1161.1,1,76.65,1903.425
2011-03-01,ANT,38.9,2011,3,1161.1,1,99.725,1903.425
2011-04-01,ANT,28.2,2011,4,1161.1,1,48.1,1903.425
2011-05-01,ANT,95.3,2011,5,1161.1,1,147.25,1903.425
2011-06-01,ANT,121.4,2011,6,1161.1,1,199.07500000000002,1903.425
2011-07-01,ANT,145.6,2011,7,1161.1,1,191,1903.425
2011-08-01,ANT,102.3,2011,8,1161.1,1,120.7,1903.425
2011-09-01,ANT,96.2,2011,9,1161.1,1,136.375,1903.425
2011-10-01,ANT,111.6,2011,10,1161.1,1,198.55,1903.425
2011-11-01,ANT,24.4,2011,11,1161.1,1,49.875,1903.425
2011-12-01,ANT,316.1,2011,12,1161.1,1,563.45,1903.425
2012-01-01,ANT,238.6,2012,1,1696.7,1,437.47499999999997,2327.175
2012-02-01,ANT,52.5,2012,2,1696.7,1,101.9,2327.175
2012-03-01,ANT,70,2012,3,1696.7,1,77.275,2327.175
2012-04-01,ANT,178.6,2012,4,1696.7,1,202.65,2327.175
2012-05-01,ANT,103,2012,5,1696.7,1,125.1,2327.175
2012-06-01,ANT,149.3,2012,6,1696.7,1,215.825,2327.175
2012-07-01,ANT,126.9,2012,7,1696.7,1,135.725,2327.175
2012-08-01,ANT,156.9,2012,8,1696.7,1,195.525,2327.175
2012-09-01,ANT,128.1,2012,9,1696.7,1,144.775,2327.175
2012-10-01,ANT,149,2012,10,1696.7,1,164.35,2327.175
2012-11-01,ANT,145.9,2012,11,1696.7,1,161.70000000000002,2327.175
2012-12-01,ANT,197.9,2012,12,1696.7,1,364.875,2327.175
2013-01-01,ANT,78.1,2013,1,1562.7,1,124.075,1978.65
2013-02-01,ANT,99.7,2013,2,1562.7,1,164.525,1978.65
2013-03-01,ANT,31.1,2013,3,1562.7,1,88.025,1978.65
2013-04-01,ANT,170.5,2013,4,1562.7,1,173.1,1978.65
2013-05-01,ANT,273.7,2013,5,1562.7,1,307.65,1978.65
2013-06-01,ANT,97,2013,6,1562.7,1,180,1978.65
2013-07-01,ANT,116.3,2013,7,1562.7,1,139.45,1978.65
2013-08-01,ANT,234.3,2013,8,1562.7,1,144.775,1978.65
2013-09-01,ANT,117.8,2013,9,1562.7,1,201.89999999999998,1978.65
2013-10-01,ANT,113.5,2013,10,1562.7,1,135.25,1978.65
2013-11-01,ANT,155.9,2013,11,1562.7,1,223.95,1978.65
2013-12-01,ANT,74.8,2013,12,1562.7,1,95.95,1978.65
2014-01-01,ANT,30,2014,1,1193,1,118.55,1886.875
2014-02-01,ANT,67,2014,2,1193,1,160.6,1886.875
2014-03-01,ANT,35.9,2014,3,1193,1,85.325,1886.875
2014-04-01,ANT,90.7,2014,4,1193,1,138.625,1886.875
2014-05-01,ANT,141.3,2014,5,1193,1,187.975,1886.875
2014-06-01,ANT,74.2,2014,6,1193,1,102.35,1886.875
2014-07-01,ANT,140.9,2014,7,1193,1,289.125,1886.875
2014-08-01,ANT,131.7,2014,8,1193,1,173.6,1886.875
2014-09-01,ANT,38.4,2014,9,1193,1,72.8,1886.875
2014-10-01,ANT,98.8,2014,10,1193,1,166.75,1886.875
2014-11-01,ANT,314.1,2014,11,1193,1,255.25,1886.875
2014-12-01,ANT,30,2014,12,1193,1,135.925,1886.875
2015-01-01,ANT,90.5,2015,1,911.5,1,268.075,1806.05
2015-02-01,ANT,26.8,2015,2,911.5,1,116,1806.05
2015-03-01,ANT,89.6,2015,3,911.5,1,249.2,1806.05
2015-04-01,ANT,38.8,2015,4,911.5,1,146.625,1806.05
2015-05-01,ANT,151.5,2015,5,911.5,1,200.4,1806.05
2015-06-01,ANT,86.4,2015,6,911.5,1,153.275,1806.05
2015-07-01,ANT,50.1,2015,7,911.5,1,100.25,1806.05
2015-08-01,ANT,102.2,2015,8,911.5,1,135.525,1806.05
2015-09-01,ANT,141,2015,9,911.5,1,135.425,1806.05
2015-10-01,ANT,73.9,2015,10,911.5,1,112.6,1806.05
2015-11-01,ANT,54.6,2015,11,911.5,1,158.875,1806.05
2015-12-01,ANT,6.1,2015,12,911.5,1,29.799999999999997,1806.05
2016-01-01,ANT,70.2,2016,1,806.8,1,288,1921.375
2016-02-01,ANT,77.8,2016,2,806.8,1,228.42499999999998,1921.375
2016-03-01,ANT,29.7,2016,3,806.8,1,113.825,1921.375
2016-04-01,ANT,90.1,2016,4,806.8,1,185.075,1921.375
2016-05-01,ANT,107,2016,5,806.8,1,283.725,1921.375
2016-06-01,ANT,118.3,2016,6,806.8,1,178.70000000000002,1921.375
2016-07-01,ANT,77.3,2016,7,806.8,1,149.9,1921.375
2016-08-01,ANT,63.6,2016,8,806.8,1,112.72500000000001,1921.375
2016-09-01,ANT,79.6,2016,9,806.8,1,120.05,1921.375
2016-10-01,ANT,41.5,2016,10,806.8,1,85.475,1921.375
2016-11-01,ANT,50.2,2016,11,806.8,1,164.75,1921.375
2016-12-01,ANT,1.5,2016,12,806.8,1,10.725,1921.375
2017-01-01,ANT,35.2,2017,1,1098.5,1,175.85,2175.925
2017-02-01,ANT,20.3,2017,2,1098.5,1,130.6,2175.925
2017-03-01,ANT,172.1,2017,3,1098.5,1,288.875,2175.925
2017-04-01,ANT,63,2017,4,1098.5,1,159.975,2175.925
2017-05-01,ANT,46.7,2017,5,1098.5,1,140.325,2175.925
2017-06-01,ANT,127.7,2017,6,1098.5,1,145.05,2175.925
2017-07-01,ANT,92.8,2017,7,1098.5,1,175.4,2175.925
2017-08-01,ANT,144.2,2017,8,1098.5,1,173.45,2175.925
2017-09-01,ANT,131,2017,9,1098.5,1,150.125,2175.925
2017-10-01,ANT,69,2017,10,1098.5,1,139.8,2175.925
2017-11-01,ANT,86.8,2017,11,1098.5,1,198.85,2175.925
2017-12-01,ANT,109.7,2017,12,1098.5,1,297.625,2175.925
2018-01-01,ANT,261.1,2018,1,1227.8,1,514.075,2026.025
2018-02-01,ANT,40.2,2018,2,1227.8,1,106,2026.025
2018-03-01,ANT,126.7,2018,3,1227.8,1,192.375,2026.025
2018-04-01,ANT,80.4,2018,4,1227.8,1,83.75,2026.025
2018-05-01,ANT,66.4,2018,5,1227.8,1,109.975,2026.025
2018-06-01,ANT,60.6,2018,6,1227.8,1,81.4,2026.025
2018-07-01,ANT,34.5,2018,7,1227.8,1,62.525,2026.025
2018-08-01,ANT,75.6,2018,8,1227.8,1,137.275,2026.025
2018-09-01,ANT,43,2018,9,1227.8,1,93.85,2026.025
2018-10-01,ANT,236.1,2018,10,1227.8,1,194.075,2026.025
2018-11-01,ANT,41.6,2018,11,1227.8,1,86.725,2026.025
2018-12-01,ANT,161.6,2018,12,1227.8,1,364,2026.025
2019-01-01,ANT,119.8,2019,1,1523.3999999999999,1,343.2,2488.475
2019-02-01,ANT,32.4,2019,2,1523.3999999999999,1,84.8,2488.475
2019-03-01,ANT,101.5,2019,3,1523.3999999999999,1,285.525,2488.475
2019-04-01,ANT,198.1,2019,4,1523.3999999999999,1,222.475,2488.475
2019-05-01,ANT,55.3,2019,5,1523.3999999999999,1,235.125,2488.475
2019-06-01,ANT,216.1,2019,6,1523.3999999999999,1,150.475,2488.475
2019-07-01,ANT,54.3,2019,7,1523.3999999999999,1,120.375,2488.475
2019-08-01,ANT,152,2019,8,1523.3999999999999,1,174.35000000000002,2488.475
2019-09-01,ANT,110.2,2019,9,1523.3999999999999,1,121.05,2488.475
2019-10-01,ANT,194.4,2019,10,1523.3999999999999,1,270.45,2488.475
2019-11-01,ANT,168.2,2019,11,1523.3999999999999,1,197.05,2488.475
2019-12-01,ANT,121.1,2019,12,1523.3999999999999,1,283.6,2488.475
2020-01-01,ANT,30.8,2020,1,1038.2,1,89.9,1664.65
2020-02-01,ANT,101.5,2020,2,1038.2,1,300.15,1664.65
2020-03-01,ANT,51,2020,3,1038.2,1,124.325,1664.65
2020-04-01,ANT,25,2020,4,1038.2,1,50.025000000000006,1664.65
2020-05-01,ANT,73.5,2020,5,1038.2,1,132.925,1664.65
2020-06-01,ANT,115.1,2020,6,1038.2,1,171.65,1664.65
2020-07-01,ANT,50.2,2020,7,1038.2,1,99.67500000000001,1664.65
2020-08-01,ANT,168.1,2020,8,1038.2,1,182.725,1664.65
2020-09-01,ANT,40.1,2020,9,1038.2,1,90.575,1664.65
2020-10-01,ANT,259.7,2020,10,1038.2,1,249.75,1664.65
2020-11-01,ANT,14.5,2020,11,1038.2,1,28.65,1664.65
2020-12-01,ANT,108.7,2020,12,1038.2,1,144.3,1664.65
2021-01-01,ANT,193.6,2021,1,1373,1,365.525,2087.7
2021-02-01,ANT,33,2021,2,1373,1,85.025,2087.7
2021-03-01,ANT,71.1,2021,3,1373,1,167.67499999999998,2087.7
2021-04-01,ANT,25.3,2021,4,1373,1,67.35,2087.7
2021-05-01,ANT,158.4,2021,5,1373,1,261.125,2087.7
2021-06-01,ANT,218.1,2021,6,1373,1,167.7,2087.7
2021-07-01,ANT,340.7,2021,7,1373,1,330.90000000000003,2087.7
2021-08-01,ANT,49.4,2021,8,1373,1,132.57500000000002,2087.7
2021-09-01,ANT,72.9,2021,9,1373,1,96.47500000000001,2087.7
2021-10-01,ANT,72.1,2021,10,1373,1,92.125,2087.7
2021-11-01,ANT,65.3,2021,11,1373,1,119.975,2087.7
2021-12-01,ANT,73.1,2021,12,1373,1,201.25,2087.7
2022-01-01,ANT,34.4,2022,1,803,1,105.825,1513.3000000000002
2022-02-01,ANT,102.6,2022,2,803,1,224.675,1513.3000000000002
2022-03-01,ANT,5.1,2022,3,803,1,27.05,1513.3000000000002
2022-04-01,ANT,66,2022,4,803,1,144.925,1513.3000000000002
2022-05-01,ANT,72.6,2022,5,803,1,88.75,1513.3000000000002
2022-06-01,ANT,131,2022,6,803,1,161.4,1513.3000000000002
2022-07-01,ANT,63.2,2022,7,803,1,83.625,1513.3000000000002
2022-08-01,ANT,61.9,2022,8,803,1,132.175,1513.3000000000002
2022-09-01,ANT,79.3,2022,9,803,1,168.55,1513.3000000000002
2022-10-01,ANT,76.6,2022,10,803,1,135.9,1513.3000000000002
2022-11-01,ANT,36.9,2022,11,803,1,106.45,1513.3000000000002
2022-12-01,ANT,73.4,2022,12,803,1,133.975,1513.3000000000002
2023-01-01,ANT,16.5,2023,1,1169.3,1,99.82499999999999,2170.8
2023-02-01,ANT,14.6,2023,2,1169.3,1,58.925000000000004,2170.8
2023-03-01,ANT,114.5,2023,3,1169.3,1,260,2170.8
2023-04-01,ANT,96.9,2023,4,1169.3,1,204.9,2170.8
2023-05-01,ANT,79,2023,5,1169.3,1,137.475,2170.8
2023-06-01,ANT,74.5,2023,6,1169.3,1,95.025,2170.8
2023-07-01,ANT,82.9,2023,7,1169.3,1,156.275,2170.8
2023-08-01,ANT,180.1,2023,8,1169.3,1,212.975,2170.8
2023-09-01,ANT,66.3,2023,9,1169.3,1,91.25,2170.8
2023-10-01,ANT,144.4,2023,10,1169.3,1,174.9,2170.8
2023-11-01,ANT,154.3,2023,11,1169.3,1,389.825,2170.8
2023-12-01,ANT,145.3,2023,12,1169.3,1,289.425,2170.8
2000-01-01,BAS,19.3,2000,1,786.7,2,28,968.6
2000-02-01,BAS,74.5,2000,2,786.7,2,115.14285714285714,968.6
2000-03-01,BAS,34.1,2000,3,786.7,2,46.58571428571429,968.6
2000-04-01,BAS,53.5,2000,4,786.7,2,61.24285714285714,968.6
2000-05-01,BAS,54.6,2000,5,786.7,2,80.35714285714286,968.6
2000-06-01,BAS,67.4,2000,6,786.7,2,52.57142857142858,968.6
2000-07-01,BAS,138.7,2000,7,786.7,2,148.44285714285715,968.6
2000-08-01,BAS,98,2000,8,786.7,2,93.87142857142857,968.6
2000-09-01,BAS,54.4,2000,9,786.7,2,81.68571428571428,968.6
2000-10-01,BAS,63.5,2000,10,786.7,2,102.89999999999999,968.6
2000-11-01,BAS,87.8,2000,11,786.7,2,102.15714285714286,968.6
2000-12-01,BAS,40.9,2000,12,786.7,2,55.642857142857146,968.6
2001-01-01,BAS,81.2,2001,1,1011.7,2,113.04285714285714,1255.1285714285714
2001-02-01,BAS,20.5,2001,2,1011.7,2,41.67142857142857,1255.1285714285714
2001-03-01,BAS,188.8,2001,3,1011.7,2,235.32857142857145,1255.1285714285714
2001-04-01,BAS,110.2,2001,4,1011.7,2,131.47142857142856,1255.1285714285714
2001-05-01,BAS,117.8,2001,5,1011.7,2,81.3,1255.1285714285714
2001-06-01,BAS,120.4,2001,6,1011.7,2,143.67142857142858,1255.1285714285714
2001-07-01,BAS,75,2001,7,1011.7,2,110.11428571428571,1255.1285714285714
2001-08-01,BAS,45.7,2001,8,1011.7,2,91.4,1255.1285714285714
2001-09-01,BAS,84.7,2001,9,1011.7,2,122.92857142857143,1255.1285714285714
2001-10-01,BAS,64.3,2001,10,1011.7,2,68.1,1255.1285714285714
2001-11-01,BAS,75.2,2001,11,1011.7,2,75.58571428571429,1255.1285714285714
2001-12-01,BAS,27.9,2001,12,1011.7,2,40.51428571428571,1255.1285714285714
2002-01-01,BAS,9.7,2002,1,1048.3,2,27.9,1226.2142857142858
2002-02-01,BAS,65.3,2002,2,1048.3,2,85.02857142857142,1226.2142857142858
2002-03-01,BAS,24.7,2002,3,1048.3,2,65.42857142857143,1226.2142857142858
2002-04-01,BAS,42.7,2002,4,1048.3,2,38.08571428571429,1226.2142857142858
2002-05-01,BAS,142.5,2002,5,1048.3,2,142.2,1226.2142857142858
2002-06-01,BAS,79.3,2002,6,1048.3,2,87.85714285714286,1226.2142857142858
2002-07-01,BAS,93.9,2002,7,1048.3,2,111.31428571428572,1226.2142857142858
2002-08-01,BAS,110.3,2002,8,1048.3,2,142.81428571428572,1226.2142857142858
2002-09-01,BAS,100.3,2002,9,1048.3,2,79.88571428571429,1226.2142857142858
2002-10-01,BAS,154.9,2002,10,1048.3,2,138.72857142857143,1226.2142857142858
2002-11-01,BAS,177.3,2002,11,1048.3,2,225.70000000000002,1226.2142857142858
2002-12-01,BAS,47.4,2002,12,1048.3,2,81.27142857142857,1226.2142857142858
2003-01-01,BAS,53.2,2003,1,614.6,2,77.88571428571429,771.2
2003-02-01,BAS,29.6,2003,2,614.6,2,31.457142857142856,771.2
2003-03-01,BAS,16,2003,3,614.6,2,24.67142857142857,771.2
2003-04-01,BAS,53.5,2003,4,614.6,2,59,771.2
2003-05-01,BAS,80.4,2003,5,614.6,2,70.47142857142858,771.2
2003-06-01,BAS,21,2003,6,614.6,2,50.614285714285714,771.2
2003-07-01,BAS,67.7,2003,7,614.6,2,84.92857142857143,771.2
2003-08-01,BAS,58.8,2003,8,614.6,2,92.15714285714286,771.2
2003-09-01,BAS,46.3,2003,9,614.6,2,54.05714285714286,771.2
2003-10-01,BAS,123.2,2003,10,614.6,2,141.65714285714284,771.2
2003-11-01,BAS,46.5,2003,11,614.6,2,48.471428571428575,771.2
2003-12-01,BAS,18.4,2003,12,614.6,2,35.82857142857143,771.2
2004-01-01,BAS,124,2004,1,791.9,2,167.47142857142856,987.3142857142857
2004-02-01,BAS,36.9,2004,2,791.9,2,30.942857142857143,987.3142857142857
2004-03-01,BAS,41.2,2004,3,791.9,2,52.51428571428571,987.3142857142857
2004-04-01,BAS,19.1,2004,4,791.9,2,34.72857142857143,987.3142857142857
2004-05-01,BAS,50.9,2004,5,791.9,2,71.7,987.3142857142857
2004-06-01,BAS,70.1,2004,6,791.9,2,91.75714285714285,987.3142857142857
2004-07-01,BAS,71.3,2004,7,791.9,2,85.94285714285714,987.3142857142857
2004-08-01,BAS,79.6,2004,8,791.9,2,169.32857142857142,987.3142857142857
2004-09-01,BAS,34.9,2004,9,791.9,2,50.18571428571428,987.3142857142857
2004-10-01,BAS,173.6,2004,10,791.9,2,148.24285714285713,987.3142857142857
2004-11-01,BAS,26.5,2004,11,791.9,2,27.485714285714284,987.3142857142857
2004-12-01,BAS,63.8,2004,12,791.9,2,57.01428571428571,987.3142857142857
2005-01-01,BAS,24.2,2005,1,706,2,54.41428571428571,844.8285714285714
2005-02-01,BAS,26.1,2005,2,706,2,50.75714285714286,844.8285714285714
2005-03-01,BAS,40.5,2005,3,706,2,37.67142857142857,844.8285714285714
2005-04-01,BAS,80.3,2005,4,706,2,107.92857142857143,844.8285714285714
2005-05-01,BAS,98.3,2005,5,706,2,87.68571428571428,844.8285714285714
2005-06-01,BAS,84.2,2005,6,706,2,72.91428571428571,844.8285714285714
2005-07-01,BAS,112.6,2005,7,706,2,84.71428571428571,844.8285714285714
2005-08-01,BAS,67.8,2005,8,706,2,117.47142857142858,844.8285714285714
2005-09-01,BAS,39.1,2005,9,706,2,62.42857142857143,844.8285714285714
2005-10-01,BAS,61.5,2005,10,706,2,62.52857142857143,844.8285714285714
2005-11-01,BAS,30.6,2005,11,706,2,29.285714285714285,844.8285714285714
2005-12-01,BAS,40.8,2005,12,706,2,77.02857142857142,844.8285714285714
2006-01-01,BAS,7.8,2006,1,1028.5,2,20.900000000000002,1124.7571428571428
2006-02-01,BAS,35.8,2006,2,1028.5,2,58.48571428571429,1124.7571428571428
2006-03-01,BAS,131.2,2006,3,1028.5,2,167.12857142857143,1124.7571428571428
2006-04-01,BAS,150.5,2006,4,1028.5,2,135.18571428571428,1124.7571428571428
2006-05-01,BAS,140.9,2006,5,1028.5,2,145.72857142857143,1124.7571428571428
2006-06-01,BAS,76.3,2006,6,1028.5,2,51.357142857142854,1124.7571428571428
2006-07-01,BAS,27.1,2006,7,1028.5,2,53.27142857142857,1124.7571428571428
2006-08-01,BAS,138.3,2006,8,1028.5,2,180.47142857142856,1124.7571428571428
2006-09-01,BAS,177.7,2006,9,1028.5,2,116.17142857142856,1124.7571428571428
2006-10-01,BAS,63.2,2006,10,1028.5,2,77.08571428571429,1124.7571428571428
2006-11-01,BAS,34.7,2006,11,1028.5,2,53.05714285714286,1124.7571428571428
2006-12-01,BAS,45,2006,12,1028.5,2,65.91428571428571,1124.7571428571428
2007-01-01,BAS,47.3,2007,1,952,2,78.74285714285715,1234.8
2007-02-01,BAS,61.7,2007,2,952,2,87,1234.8
2007-03-01,BAS,62.8,2007,3,952,2,95.82857142857144,1234.8
